lea_number,lea_name,school_number,school_name,nces_number,number_academic_year,star_rating,total_earned_points_percent,percentile_rank_elementary,percentile_rank_middle,percentile_rank_high,address,city,lat,lon
12,Harford,0181,Joppatowne High,240039000705,2018,3,53,NA,NA,36,555 Joppa Farm Rd,Joppa,39.414318,-76.351618
12,Harford,0184,Magnolia Middle,240039001352,2018,3,45,NA,21,NA,299 Fort Hoyle Rd,Joppa,39.407985,-76.330186
12,Harford,0187,Patterson Mill High School,240039001638,2018,5,80,NA,NA,91,85 Patterson Mill Rd,Bel Air,39.507232,-76.3231
12,Harford,0188,Patterson Mill Middle School,240039001642,2018,4,69,NA,80,NA,85 Patterson Mill Rd,Bel Air,39.507207,-76.322988
12,Harford,0211,G. Lisby Elementary at Hillsdale,240039000700,2018,3,46,14,NA,NA,810 Edmund St,Aberdeen,39.503745,-76.17988
12,Harford,0212,Bakerfield Elementary,240039000680,2018,4,66,58,NA,NA,36 Baker St,Aberdeen,39.513444,-76.170728
12,Harford,0230,Halls Cross Roads Elementary,240039000693,2018,3,53,23,NA,NA,203 E Bel Air Ave,Aberdeen,39.505626,-76.154952
12,Harford,0265,Aberdeen Middle,240039000678,2018,2,44,NA,19,NA,111 Mount Royal Ave,Aberdeen,39.515535,-76.164804
12,Harford,0270,Aberdeen High,240039000679,2018,3,59,NA,NA,44,251 Paradise Rd,Aberdeen,39.516307,-76.171125
12,Harford,0292,Center for Educational Opportunity,240039000480,2018,1,20,NA,NA,1,253 Paradise Rd,Aberdeen,39.518061,-76.169797
12,Harford,0304,Harford Technical High,240039000694,2018,5,84,NA,NA,95,200 Thomas Run Rd,Bel Air,39.559172,-76.287528
12,Harford,0314,Bel Air Elementary,240039000681,2018,4,73,78,NA,NA,30 E Lee St,Bel Air,39.538921,-76.350321
12,Harford,0316,Churchville Elementary,240039000684,2018,5,76,85,NA,NA,2935 Level Rd,Churchville,39.561211,-76.245204
12,Harford,0326,Forest Hill Elementary,240039002948,2018,4,68,62,NA,NA,2407 Rocks Rd,Forest Hill,39.586332,-76.385983
12,Harford,0327,Fountain Green Elementary,240039000394,2018,4,73,79,NA,NA,517 Fountain Green Rd,Bel Air,39.540963,-76.304502
12,Harford,0328,Forest Lakes Elementary,240039000692,2018,4,67,59,NA,NA,100 Osborne Pkwy,Forest Hill,39.568984,-76.384816
12,Harford,0329,Prospect Mill Elementary,240039000712,2018,4,72,77,NA,NA,101 Prospect Mill Rd,Bel Air,39.556394,-76.29249
12,Harford,0333,Hickory Elementary,240039000698,2018,4,70,68,NA,NA,2100 Conowingo Rd,Bel Air,39.578752,-76.348763
12,Harford,0335,Homestead/Wakefield Elementary,240039000701,2018,5,76,85,NA,NA,900 S Main St,Bel Air,39.524886,-76.341265
12,Harford,0345,Ring Factory Elementary,240039090447,2018,4,69,64,NA,NA,1400 Emmorton Rd,Bel Air,39.513933,-76.331738
12,Harford,0348,Youths Benefit Elementary,240039000717,2018,4,73,78,NA,NA,1901 Fallston Rd,Fallston,39.530845,-76.439778
12,Harford,0349,Red Pump Elementary School,240039001698,2018,4,74,82,NA,NA,600 Red Pump Road,Bel Air,39.544792,-76.385821000000007
12,Harford,0372,Bel Air Middle,240039001397,2018,4,63,NA,68,NA,99 Idlewild Street,Bel Air,39.527429,-76.344467
12,Harford,0373,Bel Air High,240039000683,2018,5,77,NA,NA,86,100 Heighe St,Bel Air,39.529993,-76.346462
12,Harford,0374,Southampton Middle,240039000682,2018,4,63,NA,65,NA,1200 Moores Mill Rd,Bel Air,39.546603,-76.333044
12,Harford,0382,Fallston High,240039000691,2018,5,81,NA,NA,92,2301 Carrs Mill Rd,Fallston,39.524628,-76.412685
12,Harford,0385,C. Milton Wright High,240039001380,2018,5,77,NA,NA,85,1301 N Fountain Green Rd,Bel Air,39.561491,-76.330022
12,Harford,0386,Fallston Middle School,240039090475,2018,4,66,NA,74,NA,2303 Carrs Mill Rd,Fallston,39.522057,-76.413236
12,Harford,0436,Jarrettsville Elementary,240039000702,2018,5,82,95,NA,NA,3818 Norrisville Rd,Jarrettsville,39.602314,-76.486381
12,Harford,0441,Norrisville Elementary,240039000708,2018,4,62,45,NA,NA,5302 Norrisville Rd,White Hall,39.700149,-76.533815
12,Harford,0447,North Bend Elementary,240039090476,2018,4,69,67,NA,NA,1445 N Bend Rd,Jarrettsville,39.632137,-76.459188
12,Harford,0518,Darlington Elementary,240039000685,2018,4,69,65,NA,NA,2119 Shuresville Rd,Darlington,39.637105,-76.201006
12,Harford,0522,Dublin Elementary,240039000687,2018,4,70,69,NA,NA,1527 Whiteford Rd,Street,39.648687,-76.266025
12,Harford,0544,North Harford Elementary,240039001443,2018,4,70,69,NA,NA,120 Pylesville Rd,Pylesville,39.677072,-76.403453
12,Harford,0580,North Harford High,240039000710,2018,5,76,NA,NA,83,211 Pylesville Rd,Pylesville,39.675955,-76.400342
12,Harford,0583,North Harford Middle,240039000709,2018,4,66,NA,73,NA,112 Pylesville Rd,Pylesville,39.675381,-76.406051
12,Harford,0632,Havre de Grace Elementary,240039000695,2018,4,65,55,NA,NA,600 Juniata St,Havre De Grace,39.541999,-76.097184
12,Harford,0638,Meadowvale Elementary,240039000707,2018,4,70,68,NA,NA,910 Grace View Dr,Havre De Grace,39.562978,-76.10643
12,Harford,0639,Roye-Williams Elementary,240039000711,2018,3,57,30,NA,NA,201 Oakington Rd,Havre De Grace,39.521577,-76.135174
12,Harford,0678,Havre de Grace High,240039000697,2018,4,64,NA,NA,59,700 Congress Ave,Havre de Grace,39.547959,-76.095818
12,Harford,0679,Havre de Grace Middle,240039000696,2018,3,57,NA,50,NA,401 Lewis Ln,Havre de Grace,39.54435,-76.10189
13,Howard,0080,Homewood School,240042001189,2018,1,28,NA,4,3,10914 Clarksville Pike,Ellicott City,39.235462,-76.889608
13,Howard,0101,Elkridge Elementary,240042000728,2018,4,66,56,NA,NA,7075 Montgomery Rd,Elkridge,39.208414,-76.719413
13,Howard,0103,Deep Run Elementary,240042090448,2018,4,64,49,NA,NA,6925 Old Waterloo Rd,Elkridge,39.184725,-76.786822
13,Howard,0104,Mayfield Woods Middle,240042090477,2018,4,65,NA,72,NA,7950 Redbarn Way,Elkridge,39.197633,-76.786292
13,Howard,0105,Rockburn Elementary,240042000396,2018,5,76,85,NA,NA,6145 Montgomery Rd,Elkridge,39.214867,-76.768775
13,Howard,0106,Elkridge Landing Middle,240042000633,2018,4,72,NA,85,NA,7085 Montgomery Rd,Elkridge,39.212287,-76.72912
13,Howard,0107,Ilchester Elementary,240042000813,2018,5,79,92,NA,NA,4981 Ilchester Rd,Ellicott City,39.231207,-76.77396
13,Howard,0108,Bonnie Branch Middle,240042001172,2018,4,68,NA,79,NA,4979 Ilchester Rd,Ellicott City,39.232336,-76.772839
13,Howard,0109,Ducketts Lane,240042001717,2018,4,66,59,NA,NA,6501 Ducketts Ln,Elkridge,39.201465,-76.745847
13,Howard,0110,Thomas Viaduct,240042001720,2018,4,63,NA,67,NA,7000 Banbury Drive,Hanover,39.185232,-76.735434
13,Howard,0202,Ellicott Mills Middle,240042001444,2018,5,77,NA,94,NA,4445 Montgomery Rd,Ellicott City,39.249855,-76.810297
13,Howard,0203,Howard High,240042000738,2018,5,75,NA,NA,81,8700 Old Annapolis Rd,Ellicott City,39.226497,-76.812751
13,Howard,0204,St. Johns Lane Elementary,240042000753,2018,4,72,74,NA,NA,2960 Saint Johns Ln,Ellicott City,39.290669,-76.833716
13,Howard,0207,Mount Hebron High,240042000743,2018,5,75,NA,NA,81,9440 Old Frederick Road,Ellicott City,39.299347,-76.84016
13,Howard,0208,Northfield Elementary,240042000744,2018,4,71,71,NA,NA,9125 Northfield Rd,Ellicott City,39.255827,-76.83041
13,Howard,0209,Patapsco Middle,240042000748,2018,4,70,NA,83,NA,8885 Old Frederick Rd,Ellicott City,39.298023,-76.817126
13,Howard,0210,Centennial Lane Elementary,240042000723,2018,5,81,94,NA,NA,3825 Centennial Ln,Ellicott City,39.266173,-76.861644
13,Howard,0211,Dunloggin Middle,240042000727,2018,4,72,NA,87,NA,9129 Northfield Rd,Ellicott City,39.256531,-76.832186
13,Howard,0213,Worthington Elementary,240042000764,2018,5,77,87,NA,NA,4570 Roundhill Rd,Ellicott City,39.244814,-76.795366
13,Howard,0214,Centennial High,240042000722,2018,5,85,NA,NA,96,4300 Centennial Ln,Ellicott City,39.252957,-76.868643
13,Howard,0215,Waverly Elementary,240042090449,2018,5,84,97,NA,NA,10220 Wetherburn Rd,Ellicott City,39.304904,-76.868586
13,Howard,0216,Burleigh Manor Middle School,240042000173,2018,5,84,NA,98,NA,4200 Centennial Lane,Ellicott City,39.255227,-76.867435
13,Howard,0217,Hollifield Station Elementary,240042000856,2018,4,70,70,NA,NA,8701 Stonehouse Dr,Ellicott City,39.302544,-76.817653
13,Howard,0218,Bellows Spring Elementary,240042001551,2018,5,79,90,NA,NA,8125 Old Stockbridge Dr,Ellicott City,39.204135,-76.786502
13,Howard,0219,Veterans Elementary,240042001646,2018,5,75,83,NA,NA,4355 Montgomery Road,Ellicott City,39.250201,-76.810853
13,Howard,0302,West Friendship Elementary,240042000760,2018,5,83,97,NA,NA,12500 Frederick Road,West Friendship,39.30166,-76.945887
13,Howard,0304,Mount View Middle,240042000403,2018,5,85,NA,99,NA,12101 Woodford Dr,Marriottsville,39.320962,-76.936897
13,Howard,0305,Manor Woods Elementary,240042000488,2018,5,80,93,NA,NA,11575 Frederick Rd,Ellicott City,39.29002,-76.913816
13,Howard,0306,Triadelphia Ridge Elementary,240042001026,2018,5,80,93,NA,NA,13400 Triadelphia Rd,Ellicott City,39.266308,-76.979584
13,Howard,0307,Folly Quarter Middle,240042001552,2018,5,84,NA,98,NA,13500 Triadelphia Rd,Ellicott City,39.26629,-76.983783
13,Howard,0308,Marriotts Ridge High,240042001437,2018,5,87,NA,NA,98,12100 Woodford Dr,Marriottsville,39.321896,-76.934407
13,Howard,0404,Glenelg High,240042000731,2018,5,85,NA,NA,96,14025 Burnt Woods Rd,Glenelg,39.275159,-77.002057
13,Howard,0405,Glenwood Middle,240042000732,2018,4,73,NA,89,NA,2680 Rt 97,Glenwood,39.297467,-77.024161
13,Howard,0406,Bushy Park Elementary,240042000721,2018,5,79,91,NA,NA,14601 Carrs Mill Rd,Glenwood,39.301607,-77.022344
13,Howard,0407,Lisbon Elementary,240042000741,2018,5,78,90,NA,NA,15901 Frederick Rd,Woodbine,39.333643,-77.069127
13,Howard,0505,Clarksville Elementary,240042000724,2018,5,88,99,NA,NA,12041 Clarksville Pike,Clarksville,39.218653,-76.929085
13,Howard,0509,Atholton High,240042000719,2018,5,77,NA,NA,85,6520 Freetown Rd,Columbia,39.188151,-76.88064
13,Howard,0510,Bryant Woods Elementary,240042000720,2018,4,67,60,NA,NA,5450 Blue Heron Ln,Columbia,39.221111,-76.86731
13,Howard,0512,Wilde Lake Middle,240042000763,2018,3,55,NA,46,NA,10481 Cross Fox Ln,Columbia,39.218015,-76.876537
13,Howard,0514,Longfellow Elementary,240042000742,2018,4,62,44,NA,NA,5470 Hesperus Dr,Columbia,39.226545,-76.881691
13,Howard,0515,Running Brook Elementary,240042000751,2018,4,65,53,NA,NA,5215 W Running Brook Rd,Columbia,39.228855,-76.857561
13,Howard,0516,Wilde Lake High,240042000762,2018,4,61,NA,NA,51,5460 Trumpeter Rd,Columbia,39.217236,-76.872855
13,Howard,0517,Swansfield Elementary,240042000755,2018,3,58,32,NA,NA,5610 Cedar Ln,Columbia,39.216867,-76.888649
13,Howard,0518,Harpers Choice Middle,240042000737,2018,3,57,NA,50,NA,5450 Beaverkill Rd,Columbia,39.22469,-76.887779
13,Howard,0520,Clemens Crossing Elementary,240042001382,2018,4,74,82,NA,NA,10320 Quarterstaff Rd,Columbia,39.194189,-76.87305
13,Howard,0521,Clarksville Middle,240042000725,2018,5,83,NA,97,NA,6535 S Trotter Rd,Clarksville,39.190312,-76.924125
13,Howard,0523,Pointers Run Elementary,240042090478,2018,5,83,97,NA,NA,6600 South Trotter Rd,Clarksville,39.190893,-76.926264
13,Howard,0524,River Hill High,240042000816,2018,5,88,NA,NA,99,12101 Clarksville Pike,Clarksville,39.215301,-76.92884
13,Howard,0525,Fulton Elementary,240042000859,2018,5,85,98,NA,NA,11600 Scaggsville Rd,Fulton,39.151072,-76.915852
13,Howard,0526,Lime Kiln Middle,240042001115,2018,5,82,NA,97,NA,11650 Scaggsville Rd,Fulton,39.154527,-76.915664
13,Howard,0527,Reservoir High,240042001200,2018,4,69,NA,NA,69,11550 Scaggsville Rd,Fulton,39.151762,-76.913176000000007
13,Howard,0528,Dayton Oaks,240042001539,2018,5,81,94,NA,NA,4691 Ten Oaks Rd,Dayton,39.240976,-76.984164
13,Howard,0602,Guilford Elementary,240042000733,2018,4,66,57,NA,NA,7335 Oakland Mills Rd,Columbia,39.169404,-76.829793
13,Howard,0603,Atholton Elementary,240042000718,2018,4,71,73,NA,NA,6700 Seneca Dr,Columbia,39.185869,-76.863178
13,Howard,0604,Waterloo Elementary,240042000758,2018,4,73,79,NA,NA,5940 Waterloo Rd,Columbia,39.207261,-76.797847
13,Howard,0605,Thunder Hill Elementary,240042000757,2018,5,77,87,NA,NA,9357 Mellenbrook Rd,Columbia,39.228992,-76.834528
13,Howard,0606,Hammond Elementary,240042000734,2018,4,70,69,NA,NA,8110 Aladdin Dr,Laurel,39.147981,-76.878511
13,Howard,0607,Hammond Middle School,240042000736,2018,5,75,NA,91,NA,8100 Aladdin Dr,Laurel,39.148463,-76.87887
13,Howard,0608,Stevens Forest Elementary,240042000754,2018,4,69,64,NA,NA,6045 Stevens Forest Rd,Columbia,39.204839,-76.845225
13,Howard,0609,Talbott Springs Elementary,240042000756,2018,4,71,72,NA,NA,9550 Basket Ring Rd,Columbia,39.213045,-76.843539
13,Howard,0610,Oakland Mills Middle,240042000746,2018,3,58,NA,54,NA,9540 Kilimanjaro Rd,Columbia,39.207452,-76.843517
13,Howard,0611,Oakland Mills High,240042000745,2018,3,57,NA,NA,41,9410 Kilimanjaro Rd,Columbia,39.208734,-76.839081
13,Howard,0612,Phelps Luck Elementary,240042000749,2018,4,67,60,NA,NA,5370 Oldstone Ct,Columbia,39.222183,-76.818295
13,Howard,0613,Jeffers Hill Elementary,240042000740,2018,4,69,64,NA,NA,6001 Tamar Dr,Columbia,39.20543,-76.826349
13,Howard,0616,Cradlerock Elementary,240042001699,2018,3,55,26,NA,NA,6700 Cradlerock Way,Columbia,39.19208,-76.842802
13,Howard,0617,Lake Elkhorn Middle,240042001700,2018,4,60,NA,60,NA,6680 Cradlerock Way,Columbia,39.19139,-76.843401
13,Howard,0618,Laurel Woods Elementary,240042000761,2018,4,66,55,NA,NA,9250 N Laurel Rd,Laurel,39.117619,-76.842041
13,Howard,0619,Hammond High,240042000735,2018,4,66,NA,NA,62,8800 Guilford Rd,Columbia,39.167689,-76.860457
13,Howard,0620,Bollman Bridge Elementary,240042001507,2018,4,67,61,NA,NA,8200 Savage-Guilford Road,Jessup,39.145925,-76.828115
13,Howard,0621,Patuxent Valley Middle,240042001522,2018,4,67,NA,75,NA,9151 Vollmerhausen Rd,Jessup,39.146907,-76.828327
13,Howard,0622,Forest Ridge Elementary,240042000177,2018,4,74,81,NA,NA,9550 Gorman Rd,Laurel,39.135139,-76.840112
13,Howard,0623,Long Reach High,240042000822,2018,4,63,NA,NA,57,6101 Old Dobbin Ln,Columbia,39.205265,-76.811285
13,Howard,0624,Murray Hill Middle,240042000860,2018,4,64,NA,68,NA,9989 Winter Sun Rd,Laurel,39.145303,-76.857712
13,Howard,0625,Gorman Crossing Elementary,240042001032,2018,4,72,76,NA,NA,9999 Winter Sun Rd,Laurel,39.14517,-76.859715
14,Kent,0105,Galena Elementary School,240045001695,2018,4,61,41,NA,NA,114 S Main Street,Galena,39.338528,-75.878098
14,Kent,0301,Kent County High,240045000768,2018,4,63,NA,NA,56,25301 Lambs Meadow Rd,Worton,39.285329,-76.091684
14,Kent,0402,Kent County Middle School,240045000766,2018,3,48,NA,27,NA,402 E Campus Avenue,Chestertown,39.217895,-76.062069
14,Kent,0403,H. H. Garnett Elementary,240045000765,2018,4,68,63,NA,NA,320 Calvert St,Chestertown,39.213134,-76.070194
14,Kent,0504,Rock Hall Elementary,240045000770,2018,4,60,36,NA,NA,21203 Sharp St,Rock Hall,39.13503,-76.237491
15,Montgomery,0051,Laytonsville Elementary,240048000864,2018,4,74,80,NA,NA,21401 Laytonsville Rd,Gaithersburg,39.206903,-77.140484
15,Montgomery,0100,Clopper Mill Elementary,240048001494,2018,4,60,36,NA,NA,18501 Cinnamon Dr,Germantown,39.158036,-77.265514
15,Montgomery,0101,Clarksburg Elementary,240048000804,2018,4,73,77,NA,NA,13530 Redgrave Pl,Clarksburg,39.236483,-77.281337
15,Montgomery,0102,Germantown Elementary,240048000843,2018,5,75,84,NA,NA,19110 Liberty Mill Rd,Germantown,39.169983,-77.2766
15,Montgomery,0104,Seneca Valley High,240048000918,2018,3,59,NA,NA,44,19401 Crystal Rock Dr,Germantown,39.175208,-77.26422
15,Montgomery,0105,Ridgeview Middle,240048000903,2018,4,60,NA,58,NA,16600 Raven Rock Dr,Gaithersburg,39.127714,-77.249307
15,Montgomery,0106,Fox Chapel Elementary,240048000834,2018,4,72,77,NA,NA,19315 Archdale Rd,Germantown,39.172213,-77.242078
15,Montgomery,0107,Martin Luther King Jr. Middle,240048001417,2018,3,54,NA,42,NA,13737 Wisteria Dr,Germantown,39.180825,-77.285121
15,Montgomery,0108,Lake Seneca Elementary,240048001448,2018,4,62,43,NA,NA,13600 Wanegarden Dr,Germantown,39.183247,-77.283242
15,Montgomery,0109,Waters Landing Elementary,240048001508,2018,4,68,62,NA,NA,13100 Waters Landing Dr,Germantown,39.188574,-77.268633
15,Montgomery,0110,S. Christa McAuliffe Elementary,240048010502,2018,4,64,50,NA,NA,12500 Wisteria Dr,Germantown,39.167572,-77.261099
15,Montgomery,0111,Captain James E. Daly Elementary,240048001523,2018,4,63,46,NA,NA,20301 Brandermill Dr,Germantown,39.189509,-77.232452
15,Montgomery,0115,Neelsville Middle,240048000759,2018,3,47,NA,26,NA,11700 Neelsville Church Rd,Germantown,39.19417,-77.240681
15,Montgomery,0125,Quince Orchard High,240048001509,2018,4,66,NA,NA,61,15800 Quince Orchard Rd,Gaithersburg,39.115976,-77.25441
15,Montgomery,0152,Poolesville High,240048000897,2018,5,80,NA,NA,90,17501 Willard Rd,Poolesville,39.143181,-77.418371
15,Montgomery,0153,Poolesville Elementary,240048000896,2018,5,79,92,NA,NA,19565 Fisher Ave,Poolesville,39.144081,-77.407206
15,Montgomery,0155,Rosa M. Parks Middle,240048000181,2018,4,66,NA,74,NA,19200 Olney Mill Rd,Olney,39.17188,-77.081296
15,Montgomery,0156,Lois P. Rockwell Elementary,240048000185,2018,5,78,88,NA,NA,24555 Cutsail Dr,Damascus,39.256414,-77.214127
15,Montgomery,0157,Roberto W. Clemente Middle,240048000493,2018,3,58,NA,53,NA,18808 Waring Station Rd,Germantown,39.165745,-77.248045
15,Montgomery,0158,Ronald A. McNair Elementary,240048090455,2018,5,76,85,NA,NA,13881 Hopkins Rd,Germantown,39.16984,-77.290488
15,Montgomery,0159,Rachel Carson Elementary,240048090454,2018,4,71,71,NA,NA,100 Tschiffely Square Rd,Gaithersburg,39.116959,-77.246576
15,Montgomery,0201,Richard Montgomery High,240048000902,2018,4,63,NA,NA,56,250 Richard Montgomery Dr,Rockville,39.077556,-77.145512
15,Montgomery,0204,Garrett Park Elementary,240048000840,2018,4,67,60,NA,NA,4810 Oxford Street,Kensington,39.032849,-77.096676
15,Montgomery,0206,Twinbrook Elementary,240048000939,2018,4,64,50,NA,NA,5911 Ridgeway Ave,Rockville,39.068578,-77.120019
15,Montgomery,0207,Beall Elementary,240048000947,2018,4,72,76,NA,NA,451 Beall Ave,Rockville,39.087839,-77.161648
15,Montgomery,0209,Lakewood Elementary,240048000862,2018,5,79,90,NA,NA,2534 Lindley Terrace,Rockville,39.087811,-77.193712
15,Montgomery,0210,Maryvale Elementary,240048000872,2018,4,71,70,NA,NA,1000 First St,Rockville,39.091346,-77.136826
15,Montgomery,0211,Julius West Middle,240048000857,2018,4,69,NA,80,NA,651 Great Falls Rd,Rockville,39.076945,-77.16396
15,Montgomery,0212,Meadow Hall Elementary,240048000874,2018,4,66,57,NA,NA,951 Twinbrook Pkwy,Rockville,39.084438,-77.116459
15,Montgomery,0215,Carl Sandburg Center,240048000799,2018,2,37,5,NA,NA,451 Meadow Hall Dr,Rockville,39.076415,-77.109953
15,Montgomery,0216,Travilah Elementary,240048000937,2018,5,87,98,NA,NA,13801 Dufief Mill Rd,North Potomac,39.08247,-77.248669
15,Montgomery,0219,Farmland Elementary,240048000828,2018,5,82,95,NA,NA,7000 Old Gate Road,Rockville,39.047145,-77.145273
15,Montgomery,0220,Luxmanor Elementary,240048000869,2018,5,79,92,NA,NA,6201 Tilden Ln,Rockville,39.044761,-77.126886
15,Montgomery,0226,Beverly Farms Elementary,240048000786,2018,5,76,84,NA,NA,8501 Post Oak Road,Potomac,39.052116,-77.176293
15,Montgomery,0227,Ritchie Park Elementary,240048000904,2018,4,68,63,NA,NA,1514 Dunster Rd,Rockville,39.062944,-77.1744
15,Montgomery,0228,Herbert Hoover Middle,240048000849,2018,5,83,NA,97,NA,8810 Post Oak Rd,Potomac,39.044773,-77.178739
15,Montgomery,0229,College Gardens Elementary,240048000810,2018,4,71,71,NA,NA,1700 Yale Place,Rockville,39.10245,-77.162721
15,Montgomery,0230,Rockville High,240048000912,2018,4,66,NA,NA,63,2100 Baltimore Rd,Rockville,39.08663,-77.118597
15,Montgomery,0232,Tilden Middle School,240048001450,2018,4,74,NA,89,NA,11211 Old Georgetown Rd,Rockville,39.038103,-77.122224
15,Montgomery,0233,Fallsmead Elementary,240048000827,2018,5,79,91,NA,NA,1800 Greenplace Ter,Rockville,39.077951,-77.176489
15,Montgomery,0234,Thomas S. Wootton High,240048000934,2018,5,82,NA,NA,93,2100 Wootton Pkwy,Rockville,39.076714,-77.183144
15,Montgomery,0235,Wayside Elementary,240048000945,2018,5,88,99,NA,NA,5701 Grosvenor Lane,Bethesda,39.023406,-77.114101
15,Montgomery,0237,Robert Frost Middle School,240048001447,2018,4,74,NA,89,NA,9201 Scott Dr,Rockville,39.075957,-77.187405
15,Montgomery,0238,Cold Spring Elementary,240048000809,2018,5,88,99,NA,NA,9201 Falls Chapel Way,Potomac,39.059103,-77.188489
15,Montgomery,0239,Alternative Programs,240048001451,2018,1,21,NA,NA,3,14501 Avery Road,Rockville,39.095067,-77.12243
15,Montgomery,0241,DuFief Elementary,240048000819,2018,4,69,66,NA,NA,15001 Dufief Dr,Gaithersburg,39.101836,-77.237583
15,Montgomery,0242,Dr. Sally K. Ride Elementary,240048000191,2018,4,64,49,NA,NA,21301 Seneca Crossing Dr,Germantown,39.206783,-77.237192
15,Montgomery,0244,Thurgood Marshall Elementary,240048000404,2018,4,71,72,NA,NA,12260 Mcdonald Chapel Dr,Gaithersburg,39.126275,-77.25998
15,Montgomery,0246,Northwest High,240048001040,2018,4,67,NA,NA,65,13501 Richter Farm Rd,Germantown,39.151843,-77.279489
15,Montgomery,0247,John H. Poole Middle,240048000861,2018,4,65,NA,71,NA,17014 Tom Fox Ave,Poolesville,39.125795,-77.410531
15,Montgomery,0248,Forest Oak Middle,240048000644,2018,3,47,NA,25,NA,651 Saybrooke Oaks Blvd,Gaithersburg,39.153853,-77.184878
15,Montgomery,0249,Clarksburg High,240048001541,2018,4,64,NA,NA,58,22500 Wims Rd,Clarksburg,39.225848,-77.266097
15,Montgomery,0302,Burtonsville Elementary,240048000794,2018,4,71,73,NA,NA,15516 Old Columbia Pike,Burtonsville,39.111348,-76.936545
15,Montgomery,0303,Fairland Elementary,240048000826,2018,3,59,34,NA,NA,14315 Fairdale Rd,Silver Spring,39.090634,-76.956539
15,Montgomery,0304,JoAnn Leleck at Broad Acres Elementary,240048000788,2018,4,72,74,NA,NA,710 Beacon Rd,Silver Spring,39.009299,-76.985275
15,Montgomery,0305,Jackson Road Elementary,240048000854,2018,4,69,67,NA,NA,900 Jackson Rd,Silver Spring,39.05643,-76.991693
15,Montgomery,0308,Cloverly Elementary,240048001524,2018,5,77,87,NA,NA,800 Briggs Chaney Rd,Silver Spring,39.107728,-76.994254
15,Montgomery,0309,Burnt Mills Elementary,240048090452,2018,4,72,74,NA,NA,11211 Childs St,Silver Spring,39.039511,-77.001405
15,Montgomery,0310,Cannon Road Elementary,240048000797,2018,4,69,66,NA,NA,901 Cannon Road,Silver Spring,39.068694,-76.994123
15,Montgomery,0311,Francis Scott Key Middle,240048090453,2018,3,55,NA,46,NA,910 Schindler Drive,Silver Spring,39.027714,-76.992276
15,Montgomery,0312,William Tyler Page Elementary,240048000955,2018,4,69,65,NA,NA,13400 Tamarack Rd,Silver Spring,39.07486,-76.983656
15,Montgomery,0313,Galway Elementary,240048000839,2018,4,72,75,NA,NA,12612 Galway Dr,Silver Spring,39.063949,-76.945715
15,Montgomery,0315,Paint Branch High,240048000890,2018,4,67,NA,NA,66,14121 Old Columbia Pike,Burtonsville,39.088385,-76.946554
15,Montgomery,0316,Stonegate Elementary,240048000929,2018,4,72,75,NA,NA,14811 Notley Rd,Silver Spring,39.099325,-77.01576
15,Montgomery,0321,James Hubert Blake High,240048001044,2018,4,60,NA,NA,46,300 Norwood Rd,Silver Spring,39.113539,-77.017776
15,Montgomery,0333,Benjamin Banneker Middle,240048000783,2018,3,56,NA,48,NA,14800 Perrywood Dr,Burtonsville,39.096092,-76.948113
15,Montgomery,0334,Greencastle Elementary,240048001510,2018,4,66,57,NA,NA,13611 Robey Rd,Silver Spring,39.080611,-76.941692
15,Montgomery,0335,Briggs Chaney Middle,240048090450,2018,3,58,NA,53,NA,1901 Rainbow Dr,Silver Spring,39.109648,-76.971094
15,Montgomery,0336,Little Bennett Elementary,240048001543,2018,5,79,91,NA,NA,23930 Burdette Forest Rd,Clarksburg,39.24624,-77.275568
15,Montgomery,0337,"William B. Gibbs, Jr. Elementary",240048001673,2018,4,74,81,NA,NA,12615 Royal Crown Drive,Germantown,39.205507,-77.260169
15,Montgomery,0340,Great Seneca Creek Elementary,240048001567,2018,4,65,53,NA,NA,13010 Dairymaid Dr,Germantown,39.152476,-77.269316
15,Montgomery,0341,Wilson Wims Elementary School,240048001721,2018,4,70,67,NA,NA,12520 Blue Sky Drive,Clarksburg,39.237159,-77.26138
15,Montgomery,0345,Hallie Wells Middle School,240048001739,2018,4,69,NA,81,NA,11701 Little Seneca Parkway,Clarksburg,39.232362,-77.239286
15,Montgomery,0351,Darnestown Elementary,240048000817,2018,4,72,76,NA,NA,15030 Turkey Foot Rd,Gaithersburg,39.10249,-77.284755
15,Montgomery,0360,Jones Lane Elementary,240048010503,2018,4,66,55,NA,NA,15110 Jones Ln,Gaithersburg,39.103342,-77.266029
15,Montgomery,0401,Bethesda Elementary,240048000785,2018,5,77,87,NA,NA,7600 Arlington Rd,Bethesda,38.986693,-77.099887
15,Montgomery,0403,Chevy Chase Elementary,240048000803,2018,5,78,89,NA,NA,4015 Rosemary St,Chevy Chase,38.978634,-77.080287
15,Montgomery,0405,Somerset Elementary,240048000923,2018,5,75,84,NA,NA,5811 Warwick Pl,Chevy Chase,38.968877,-77.092332
15,Montgomery,0406,Bethesda-Chevy Chase High,240048000784,2018,4,73,NA,NA,77,4301 East-West Hwy,Bethesda,38.986695,-77.088979
15,Montgomery,0408,Westbrook Elementary,240048000948,2018,5,88,98,NA,NA,5110 Allan Ter,Bethesda,38.958424,-77.102834
