lea_number,lea_name,school_number,school_name,nces_number,number_academic_year,star_rating,total_earned_points_percent,percentile_rank_elementary,percentile_rank_middle,percentile_rank_high,address,city,lat,lon
15,Montgomery,0410,Bradley Hills Elementary,240048000787,2018,5,78,89,NA,NA,8701 Hartsdale Ave,Bethesda,38.999602,-77.118221
15,Montgomery,0412,Westland Middle,240048000949,2018,5,75,NA,90,NA,5511 Massachusetts Ave,Bethesda,38.960428,-77.109348
15,Montgomery,0413,North Bethesda Middle,240048001118,2018,5,77,NA,94,NA,8935 Bradmoor Dr,Bethesda,39.0042,-77.12485
15,Montgomery,0415,North Chevy Chase Elementary,240048001452,2018,5,83,97,NA,NA,3700 Jones Bridge Rd,Chevy Chase,38.998925,-77.073463
15,Montgomery,0417,Wood Acres Elementary,240048000958,2018,5,80,93,NA,NA,5800 Cromwell Drive,Bethesda,38.96761,-77.118694
15,Montgomery,0419,Burning Tree Elementary,240048000793,2018,5,81,94,NA,NA,7900 Beech Tree Rd,Bethesda,38.990096,-77.143074
15,Montgomery,0420,Bannockburn Elementary,240048000779,2018,5,89,99,NA,NA,6520 Dalroy Ln,Bethesda,38.974408,-77.137838
15,Montgomery,0422,Wyngate Elementary,240048000963,2018,5,82,95,NA,NA,9300 Wadsworth Dr,Bethesda,39.009643,-77.128361
15,Montgomery,0424,Walter Johnson High,240048000942,2018,5,76,NA,NA,82,6400 Rock Spring Dr,Bethesda,39.025939,-77.130142
15,Montgomery,0425,Ashburton Elementary,240048000776,2018,5,76,86,NA,NA,6314 Lone Oak Dr,Bethesda,39.019481,-77.127594
15,Montgomery,0427,Walt Whitman High,240048000941,2018,4,74,NA,NA,78,7100 Whittier Blvd,Bethesda,38.981646,-77.127755
15,Montgomery,0428,Thomas W. Pyle Middle School,240048009000,2018,5,75,NA,91,NA,6311 Wilson Lane,Bethesda,38.989162,-77.130549
15,Montgomery,0501,Sherwood Elementary,240048000920,2018,4,65,53,NA,NA,1401 Olney-Sandy Spring Rd,Sandy Spring,39.149479,-77.033098
15,Montgomery,0502,Olney Elementary,240048000889,2018,5,77,88,NA,NA,3401 Queen Mary Dr,Olney,39.149264,-77.068186
15,Montgomery,0503,Sherwood High,240048000921,2018,4,70,NA,NA,70,300 Olney-Sandy Spring Rd,Sandy Spring,39.148182,-77.018767
15,Montgomery,0504,Westover Elementary,240048000950,2018,5,77,88,NA,NA,401 Hawkesbury Ln,Silver Spring,39.074849,-77.018003
15,Montgomery,0505,Lucy V. Barnsley Elementary,240048000868,2018,5,75,83,NA,NA,14516 Nadine Dr,Rockville,39.094084,-77.103617
15,Montgomery,0506,Flower Valley Elementary,240048000830,2018,4,67,61,NA,NA,4615 Sunflower Dr,Rockville,39.105748,-77.093079
15,Montgomery,0507,William H. Farquhar Middle,240048000957,2018,4,68,NA,76,NA,17017 Batchellors Forest Rd,Olney,39.13573,-77.043111
15,Montgomery,0508,Candlewood Elementary,240048000796,2018,4,72,75,NA,NA,7210 Osprey Drive,Rockville,39.128932,-77.146814
15,Montgomery,0510,Col. Zadok Magruder High,240048000808,2018,3,55,NA,NA,39,5939 Muncaster Mill Rd,Rockville,39.131324,-77.118326
15,Montgomery,0511,Cashell Elementary,240048000800,2018,4,71,72,NA,NA,17101 Cashell Rd,Rockville,39.137403,-77.085995
15,Montgomery,0512,Greenwood Elementary,240048000846,2018,4,71,71,NA,NA,3336 Gold Mine Rd,Brookeville,39.165493,-77.06482
15,Montgomery,0513,Belmont Elementary,240048000782,2018,5,82,95,NA,NA,19528 Olney Mill Rd,Olney,39.178577,-77.066682
15,Montgomery,0514,Judith A. Resnik Elementary,240048090479,2018,4,71,73,NA,NA,7301 Hadley Farms Drive,Gaithersburg,39.181634,-77.151806
15,Montgomery,0517,Sligo Creek Elementary,240048001122,2018,4,72,76,NA,NA,500 Schuyler Rd,Silver Spring,39.000482,-77.016043
15,Montgomery,0518,Brooke Grove Elementary,240048090451,2018,4,73,80,NA,NA,2700 Spartan Rd,Olney,39.156581,-77.050626
15,Montgomery,0521,Shady Grove Middle,240048001127,2018,3,55,NA,47,NA,8100 Midcounty Hgwy,Gaithersburg,39.143154,-77.162703
15,Montgomery,0522,Lakelands Park Middle,240048001441,2018,4,67,NA,76,NA,1200 Main St,Gaithersburg,39.11566,-77.232494
15,Montgomery,0523,Spark M. Matsunaga Elementary School,240048001181,2018,5,81,94,NA,NA,13902 Bromfield Rd,Germantown,39.150552,-77.293142
15,Montgomery,0545,Watkins Mill High,240048001525,2018,3,48,NA,NA,28,10301 Apple Ridge Rd,Gaithersburg,39.183903,-77.216352
15,Montgomery,0546,Goshen Elementary,240048001511,2018,4,72,75,NA,NA,8701 Warfield Rd,Gaithersburg,39.194286,-77.179903
15,Montgomery,0549,Flower Hill Elementary,240048001454,2018,3,59,35,NA,NA,18425 Flower Hill Way,Gaithersburg,39.158977,-77.171204
15,Montgomery,0551,Gaithersburg High,240048000838,2018,3,48,NA,NA,28,101 Education Blvd,Gaithersburg,39.136112,-77.194719
15,Montgomery,0552,Washington Grove Elementary,240048000943,2018,4,70,70,NA,NA,8712 Oakmont St,Gaithersburg,39.132296,-77.177844
15,Montgomery,0553,Gaithersburg Elementary,240048000836,2018,3,59,35,NA,NA,35 N Summit Ave,Gaithersburg,39.143786,-77.191757
15,Montgomery,0554,Gaithersburg Middle,240048000837,2018,3,52,NA,34,NA,2 Teachers' Way,Gaithersburg,39.144001,-77.187758
15,Montgomery,0555,Rosemont Elementary,240048000916,2018,4,66,58,NA,NA,16400 Alden Ave,Gaithersburg,39.125143,-77.185293
15,Montgomery,0556,Mill Creek Towne Elementary,240048000875,2018,4,60,36,NA,NA,17700 Park Mill Dr,Rockville,39.146298,-77.153578
15,Montgomery,0557,Montgomery Village Middle School,240048000879,2018,2,44,NA,20,NA,19300 Watkins Mill Rd,Montgomery Village,39.172784,-77.209305
15,Montgomery,0558,Whetstone Elementary,240048000953,2018,3,59,35,NA,NA,19201 Thomas Farm Rd,Gaithersburg,39.17183,-77.196758
15,Montgomery,0559,Brown Station Elementary,240048000792,2018,3,59,35,NA,NA,18100 Washington Grove Lane,Gaithersburg,39.153469,-77.16571
15,Montgomery,0561,Watkins Mill Elementary,240048000944,2018,3,52,22,NA,NA,19001 Watkins Mill Rd,Montgomery Village,39.167083,-77.210974
15,Montgomery,0562,Redland Middle,240048000901,2018,4,60,NA,59,NA,6505 Muncaster Mill Rd,Rockville,39.140376,-77.131906
15,Montgomery,0563,Summit Hall Elementary,240048000931,2018,4,62,42,NA,NA,101 W Deer Park Rd,Gaithersburg,39.127227,-77.195315
15,Montgomery,0564,South Lake Elementary,240048000924,2018,4,63,46,NA,NA,18201 Contour Rd,Gaithersburg,39.155957,-77.196973
15,Montgomery,0565,Sequoyah Elementary,240048090456,2018,4,74,81,NA,NA,17301 Bowie Mill Rd,Derwood,39.139229,-77.1181
15,Montgomery,0566,Fields Road Elementary,240048000829,2018,4,72,75,NA,NA,1 School Dr,Gaithersburg,39.118676,-77.21524
15,Montgomery,0568,Stedwick Elementary,240048000927,2018,3,59,34,NA,NA,10631 Stedwick Rd,Montgomery Village,39.174201,-77.211017
15,Montgomery,0569,Strawberry Knoll Elementary,240048001512,2018,4,65,52,NA,NA,18820 Strawberry Knoll Rd,Gaithersburg,39.165928,-77.182826
15,Montgomery,0570,Diamond Elementary,240048000818,2018,5,85,97,NA,NA,4 Marquis Dr,Gaithersburg,39.1357,-77.239065
15,Montgomery,0601,Potomac Elementary,240048000898,2018,5,78,88,NA,NA,10311 River Rd,Potomac,39.021848,-77.213318
15,Montgomery,0602,Winston Churchill High,240048000956,2018,5,79,NA,NA,88,11300 Gainsborough Rd,Potomac,39.044068,-77.173033
15,Montgomery,0603,Seven Locks Elementary,240048000919,2018,5,89,99,NA,NA,9500 Seven Locks Road,Bethesda,39.012808,-77.161662
15,Montgomery,0604,Carderock Springs Elementary,240048000798,2018,5,83,97,NA,NA,7401 Persimmon Tree Lane,Bethesda,38.983311,-77.171786
15,Montgomery,0606,Cabin John Middle School,240048001526,2018,4,74,NA,90,NA,10701 Gainsborough Road,Potomac,39.031334,-77.172005
15,Montgomery,0607,Bells Mill Elementary,240048000781,2018,5,82,95,NA,NA,8225 Bells Mill Rd,Potomac,39.031879000000004,-77.168727
15,Montgomery,0647,Silver Spring International Middle,240048001128,2018,3,58,NA,55,NA,313 Wayne Ave,Silver Spring,39.000323,-77.014882
15,Montgomery,0652,Monocacy Elementary,240048000876,2018,4,71,72,NA,NA,18801 Barnesville Road,Dickerson,39.224294,-77.392912
15,Montgomery,0653,Stone Mill Elementary,240048001513,2018,5,79,92,NA,NA,14323 Stonebridge View Dr,North Potomac,39.091515,-77.214555
15,Montgomery,0701,Damascus High,240048001455,2018,4,66,NA,NA,62,25921 Ridge Rd,Damascus,39.282096,-77.210448
15,Montgomery,0702,Damascus Elementary,240048000815,2018,4,64,51,NA,NA,10201 Bethesda Church Rd,Damascus,39.285573,-77.210983
15,Montgomery,0703,Cedar Grove Elementary,240048000801,2018,5,77,87,NA,NA,24001 Ridge Rd,Germantown,39.249544,-77.23224
15,Montgomery,0704,Woodfield Elementary,240048000959,2018,5,79,92,NA,NA,24200 Woodfield Rd,Gaithersburg,39.252893,-77.198031
15,Montgomery,0705,John T. Baker Middle School,240048001456,2018,3,59,NA,56,NA,25400 Oak Dr,Damascus,39.274047,-77.218708
15,Montgomery,0706,Clearspring Elementary,240048001514,2018,4,70,69,NA,NA,9930 Moyer Rd,Damascus,39.265991,-77.20738
15,Montgomery,0707,Rocky Hill Middle,240048000660,2018,4,70,NA,81,NA,22401 Brick Haven Way,Clarksburg,39.222536,-77.263251
15,Montgomery,0708,Kingsview Middle,240048000863,2018,4,63,NA,66,NA,18909 Kingsview Rd,Germantown,39.166133,-77.284722
15,Montgomery,0747,Dr. Charles R. Drew Elementary,240048090480,2018,4,69,67,NA,NA,1200 Swingingdale Dr,Silver Spring,39.091466,-76.987357
15,Montgomery,0749,Piney Branch Elementary,240048000894,2018,4,71,72,NA,NA,7510 Maple Ave,Takoma Park,38.982728,-77.00818
15,Montgomery,0755,Takoma Park Middle School,240048000933,2018,4,74,NA,89,NA,7611 Piney Branch Rd,Silver Spring,38.985394,-77.012992
15,Montgomery,0756,East Silver Spring Elementary,240048000821,2018,4,70,70,NA,NA,631 Silver Spring Ave,Silver Spring,38.992321,-77.015335
15,Montgomery,0757,Montgomery Blair High,240048000877,2018,4,64,NA,NA,59,51 University Blvd E,Silver Spring,39.017919,-77.011501
15,Montgomery,0761,Pine Crest Elementary,240048000893,2018,4,66,58,NA,NA,201 Woodmoor Dr,Silver Spring,39.021246,-77.005015
15,Montgomery,0764,Woodlin Elementary,240048000961,2018,4,72,75,NA,NA,2101 Luzerne Ave,Silver Spring,39.006238,-77.047605
15,Montgomery,0766,Oak View Elementary,240048000887,2018,4,66,58,NA,NA,400 E Wayne Ave,Silver Spring,39.004588,-77.002377
15,Montgomery,0767,Glen Haven Elementary,240048000844,2018,3,59,36,NA,NA,10900 Inwood Ave,Silver Spring,39.034147,-77.03673
15,Montgomery,0769,Oakland Terrace Elementary,240048000888,2018,5,81,94,NA,NA,2720 Plyers Mill Rd,Silver Spring,39.028906,-77.057733
15,Montgomery,0770,Flora M. Singer Elementary School,240048000873,2018,4,68,62,NA,NA,2600 Hayden Drive,Silver Spring,39.018776,-77.054672
15,Montgomery,0771,Rolling Terrace Elementary,240048000913,2018,4,63,48,NA,NA,705 Bayfield St,Takoma Park,38.995115,-76.99736
15,Montgomery,0772,Viers Mill Elementary,240048000940,2018,4,67,61,NA,NA,11711 Joseph Mill Rd,Silver Spring,39.048459,-77.085309
15,Montgomery,0773,Rock Creek Forest Elementary,240048000907,2018,4,72,77,NA,NA,8330 Grubb Road,Chevy Chase,38.992243,-77.050888
15,Montgomery,0774,Highland Elementary,240048000850,2018,4,73,79,NA,NA,3100 Medway St,Silver Spring,39.051582,-77.063712
15,Montgomery,0775,Eastern Middle School,240048001457,2018,3,56,NA,49,NA,300 University Blvd East,Silver Spring,39.01198,-77.00113
15,Montgomery,0777,Weller Road Elementary,240048000946,2018,5,75,83,NA,NA,3301 Weller Rd,Silver Spring,39.065486,-77.066982
15,Montgomery,0778,Sligo Middle,240048001458,2018,4,63,NA,66,NA,1401 Dennis Ave,Silver Spring,39.026568,-77.033012
15,Montgomery,0779,Sargent Shriver Elementary,240048001537,2018,4,63,47,NA,NA,12518 Greenly Dr,Silver Spring,39.061906,-77.07889
15,Montgomery,0782,Wheaton High,240048000951,2018,3,59,NA,NA,45,12601 Dalewood Dr,Silver Spring,39.060896,-77.066457
15,Montgomery,0783,Kensington Parkwood Elementary,240048000892,2018,5,82,95,NA,NA,4710 Saul Rd,Kensington,39.021708,-77.094801
15,Montgomery,0784,Highland View Elementary,240048000851,2018,4,68,63,NA,NA,9010 Providence Ave,Silver Spring,39.004311,-77.010135
15,Montgomery,0786,Georgian Forest Elementary,240048000842,2018,3,54,24,NA,NA,3100 Regina Dr,Silver Spring,39.075675,-77.061407
15,Montgomery,0787,A. Mario Loiederman Middle,240048001446,2018,3,54,NA,41,NA,12701 Goodhill Rd,Silver Spring,39.06519,-77.070755
15,Montgomery,0788,Wheaton Woods Elementary,240048000952,2018,4,72,74,NA,NA,15101 Bauer Drive,Rockville,39.102738,-77.104093
15,Montgomery,0789,Albert Einstein High,240048000773,2018,3,53,NA,NA,36,11135 Newport Mill Rd,Kensington,39.039079,-77.067288
15,Montgomery,0790,Arcola Elementary,240048001643,2018,3,58,31,NA,NA,1820 Franwall Ave,Silver Spring,39.045559,-77.039458
15,Montgomery,0792,Newport Mill Middle,240048001207,2018,3,54,NA,42,NA,11311 Newport Mill Rd,Kensington,39.041319,-77.067688
15,Montgomery,0795,Rock View Elementary,240048000908,2018,3,58,33,NA,NA,3901 Denfeld Ave,Kensington,39.039407,-77.076943
15,Montgomery,0796,Northwood High School,240048001366,2018,3,50,NA,NA,32,919 University Blvd W,Silver Spring,39.035445,-77.022889
15,Montgomery,0797,Harmony Hills Elementary,240048000848,2018,3,56,27,NA,NA,13407 Lydia St,Silver Spring,39.076494,-77.075815
15,Montgomery,0798,Springbrook High,240048000926,2018,4,60,NA,NA,48,201 Valleybrook Dr,Silver Spring,39.058235,-77.005672
15,Montgomery,0803,Forest Knolls Elementary,240048000832,2018,5,76,86,NA,NA,10830 Eastwood Ave,Silver Spring,39.03329,-77.020032
15,Montgomery,0805,Kemp Mill Elementary,240048000858,2018,4,69,67,NA,NA,411 Sisson St,Silver Spring,39.043741,-77.016691
15,Montgomery,0807,Brookhaven Elementary,240048000789,2018,4,72,74,NA,NA,4610 Renn St,Rockville,39.082397,-77.092508
15,Montgomery,0808,Cresthaven Elementary,240048000814,2018,4,61,40,NA,NA,1234 Cresthaven Dr,Silver Spring,39.02743,-76.987727
15,Montgomery,0811,White Oak Middle,240048000954,2018,3,58,NA,54,NA,12201 New Hampshire Ave,Silver Spring,39.056532,-76.99561
15,Montgomery,0812,Parkland Middle,240048000891,2018,3,58,NA,54,NA,4610 West Frankfort Dr,Rockville,39.084069,-77.091731
15,Montgomery,0815,John F. Kennedy High,240048000855,2018,3,49,NA,NA,31,1901 Randolph Rd,Silver Spring,39.065893,-77.03869
15,Montgomery,0817,Glenallan Elementary,240048000845,2018,4,64,49,NA,NA,12520 Heurich Rd,Silver Spring,39.061243,-77.041369
15,Montgomery,0818,Col. E. Brooke Lee Middle,240048000806,2018,3,58,NA,56,NA,11800 Monticello Ave,Silver Spring,39.049554,-77.030479
15,Montgomery,0819,Rock Creek Valley Elementary,240048000909,2018,4,71,73,NA,NA,5121 Russett Rd,Rockville,39.083272,-77.102834
15,Montgomery,0820,Earle B. Wood Middle,240048000820,2018,3,57,NA,52,NA,14615 Bauer Dr,Rockville,39.093415,-77.107478
15,Montgomery,0822,Strathmore Elementary,240048000930,2018,4,68,63,NA,NA,3200 Beaverwood Ln,Silver Spring,39.085827,-77.065406
15,Montgomery,0823,Argyle Middle,240048000409,2018,3,50,NA,30,NA,2400 Bel Pre Rd,Silver Spring,39.089397,-77.048833
15,Montgomery,0835,Silver Creek Middle,NA,2018,4,70,NA,82,NA,NA,NA,NA,NA
15,Montgomery,0965,John L Gildner Regional Inst for Children & Adol,240048001398,2018,2,39,NA,7,20,15000 Broschart Rd,Rockville,39.103035,-77.201993
16,Prince George's,0102,High Point High,240051001059,2018,2,40,NA,NA,16,3601 Powder Mill Rd,Beltsville,39.042517,-76.943553
16,Prince George's,0104,Beltsville Academy,240051000978,2018,4,63,37,76,NA,4300 Wicomico Ave,Beltsville,39.038714,-76.918448
16,Prince George's,0105,Calverton Elementary,240051000995,2018,3,56,28,NA,NA,3400 Beltsville Rd,Beltsville,39.055672,-76.934403
16,Prince George's,0109,James H. Harrison Elementary,240051001069,2018,4,67,61,NA,NA,13200 Larchdale Rd,Laurel,39.072156,-76.862484
16,Prince George's,0110,Martin Luther King Jr. Middle,240051001101,2018,3,59,NA,57,NA,4545 Ammendale Rd,Beltsville,39.054873,-76.909346
16,Prince George's,0111,Vansville Elementary,240051001660,2018,4,62,42,NA,NA,6813 Ammendale Rd,Beltsville,39.046433,-76.887769
16,Prince George's,0203,Judith P. Hoyer Montessori,240051000414,2018,4,68,52,86,NA,929 Hill Rd,Landover,38.90373,-76.887902
16,Prince George's,0205,Bladensburg Elementary,240051000985,2018,4,62,45,NA,NA,4915 Annapolis Rd,Bladensburg,38.938738,-76.932329
16,Prince George's,0208,Bladensburg High,240051000987,2018,2,40,NA,NA,16,4200 57th Ave,Bladensburg,38.942431,-76.917836
16,Prince George's,0210,Rogers Heights Elementary,240051001146,2018,4,65,53,NA,NA,4301 58th Ave,Bladensburg,38.944971,-76.912713
16,Prince George's,0211,Gladys Noon Spellman Elementary,240051090458,2018,4,60,38,NA,NA,3324 64th Ave,Cheverly,38.930835,-76.907368
16,Prince George's,0213,Cooper Lane Elementary,240051001014,2018,4,61,41,NA,NA,3817 Cooper Ln,Landover Hills,38.939244,-76.900247
16,Prince George's,0214,Templeton Elementary,240051001171,2018,4,61,39,NA,NA,6001 Carters Ln,Riverdale,38.952278,-76.914699
16,Prince George's,0217,Port Towns Elementary,240051001368,2018,3,52,22,NA,NA,4351 58th Ave,Bladensburg,38.946382,-76.911401
16,Prince George's,0303,Croom High,240051001463,2018,1,26,NA,NA,4,9400 Surratts Road,Cheltenham,38.735046,-76.843138
16,Prince George's,0304,Perrywood Elementary,240051000866,2018,4,66,56,NA,NA,501 Watkins Park Dr,Largo,38.883397,-76.78509
16,Prince George's,0305,Patuxent Elementary,240051001129,2018,3,53,24,NA,NA,4410 Bishopmill Dr,Upper Marlboro,38.827509,-76.709731
16,Prince George's,0504,Fort Washington Forest Elementary,240051001039,2018,4,61,41,NA,NA,1300 Fillmore Rd,Fort Washington,38.709066,-76.985511
16,Prince George's,0507,Rose Valley Elementary,240051001148,2018,3,47,15,NA,NA,9800 Jacqueline Dr,Fort Washington,38.754894,-76.959966
16,Prince George's,0509,Accokeek Academy,240051001686,2018,4,67,54,78,NA,14400 Berry Rd,Accokeek,38.68788,-76.978821
16,Prince George's,0510,Potomac Landing Elementary,240051001132,2018,4,68,62,NA,NA,12500 Fort Washington Rd,Fort Washington,38.718351,-77.004191
16,Prince George's,0511,Friendly High,240051001038,2018,3,47,NA,NA,26,10000 Allentown Rd,Fort Washington,38.752107,-76.968574
16,Prince George's,0603,Suitland High,240051001164,2018,2,44,NA,NA,19,5200 Silver Hill Rd,Forestville,38.853948,-76.917616
16,Prince George's,0606,Bradbury Heights Elementary,240051000991,2018,3,45,13,NA,NA,1401 Glacier Ave,Capital Heights,38.871128,-76.928477
16,Prince George's,0607,Hillcrest Heights Elementary,240051001060,2018,2,40,7,NA,NA,4305 22nd Place,Temple Hills,38.830335,-76.96036
16,Prince George's,0610,North Forestville Elementary,240051001113,2018,3,51,19,NA,NA,2311 Ritchie Rd,Forestville,38.857295,-76.87403
16,Prince George's,0613,District Heights Elementary,240051001019,2018,3,45,13,NA,NA,2200 County Rd,District Heights,38.859,-76.89716
16,Prince George's,0615,Benjamin Stoddert Middle,240051001464,2018,3,52,NA,35,NA,2501 Olson St,Temple Hills,38.830257,-76.947653
16,Prince George's,0617,Francis Scott Key Elementary,240051001050,2018,3,48,16,NA,NA,2301 Scott Key Dr,District Heights,38.860262,-76.904134
16,Prince George's,0618,Longfields Elementary,240051001094,2018,4,65,54,NA,NA,3300 Newkirk Ave,Forestville,38.844715,-76.880405
16,Prince George's,0619,Princeton Elementary,240051001136,2018,3,46,14,NA,NA,6101 Baxter Dr,Suitland,38.81326,-76.902035
16,Prince George's,0622,Thurgood Marshall Middle School,240051001465,2018,2,39,NA,11,NA,4909 Brinkley Rd,Temple Hills,38.801336,-76.922211
16,Prince George's,0632,Allenwood Elementary,240051000966,2018,3,50,18,NA,NA,6300 Harley Ln,Temple Hills,38.803013,-76.930151
16,Prince George's,0636,William Beanes Elementary,240051001184,2018,3,49,17,NA,NA,5108 Dianna Dr,Suitland,38.840512,-76.918926
16,Prince George's,0638,Benjamin D. Foulois Academy,240051001684,2018,4,69,56,86,NA,4601 Beauford Rd,Morningside,38.826719,-76.886503
16,Prince George's,0639,Maya Angelou French Immersion,240051001554,2018,5,77,76,96,NA,2000 Callaway St,Temple Hills,38.834349,-76.968506
16,Prince George's,0640,Arrowhead Elementary,240051000971,2018,3,58,33,NA,NA,2300 Sansbury Rd,Upper Marlboro,38.857175,-76.84282
16,Prince George's,0645,Andrew Jackson Academy,240051001683,2018,2,40,6,14,NA,3500 Regency Pkwy,Forestville,38.840964,-76.908318
16,Prince George's,0647,Concord Elementary,240051001013,2018,4,60,38,NA,NA,2004 Concord Ln,District Heights,38.862877,-76.907812
16,Prince George's,0648,Samuel P. Massie Academy,240051001555,2018,3,50,14,40,NA,3301 Regency Pkwy,Forestville,38.844827,-76.907649
16,Prince George's,0656,Panorama Elementary,240051001556,2018,3,53,23,NA,NA,2002 Callaway St,Temple Hills,38.835605,-76.969679
16,Prince George's,0660,Drew Freeman Middle,240051001034,2018,2,39,NA,12,NA,2600 Brooks Dr,Suitland,38.855069,-76.919479
16,Prince George's,0661,Suitland Elementary,240051001453,2018,3,53,22,NA,NA,4650 Homer Ave,Suitland,38.852917,-76.927323
16,Prince George's,0662,Imagine Lincoln Public Charter,240051001648,2018,3,55,14,69,NA,4207 Norcross Street,Temple Hills,38.830289,-76.950053
16,Prince George's,0705,Tall Oaks High,240051001424,2018,2,34,NA,NA,8,2112 Church Rd,Bowie,38.919472,-76.758865
16,Prince George's,0706,Woodmore Elementary,240051001188,2018,4,67,61,NA,NA,12500 Woodmore Rd,Mitchellville,38.925961,-76.788944
16,Prince George's,0708,Kenilworth Elementary,240051001077,2018,4,63,46,NA,NA,12520 Kembridge Dr,Bowie,38.959358,-76.734671
16,Prince George's,0711,Tulip Grove Elementary,240051001177,2018,4,73,78,NA,NA,3501 Moylan Dr,Bowie,38.9812,-76.750411
16,Prince George's,0712,Heather Hills Elementary,240051001056,2018,5,82,96,NA,NA,12605 Heming Ln,Bowie,38.95178,-76.731388
16,Prince George's,0714,Benjamin Tasker Middle School,240051000982,2018,4,62,NA,64,NA,4901 Collington Rd,Bowie,38.958056,-76.745547
16,Prince George's,0716,Northview Elementary,240051001641,2018,3,56,27,NA,NA,3700 Northview Drive,Bowie,38.940516,-76.743425
16,Prince George's,0718,Pointer Ridge Elementary,240051001131,2018,4,63,47,NA,NA,1110 Parkington Ln,Bowie,38.905069,-76.728464
16,Prince George's,0729,Kingsford Elementary,240051000500,2018,4,61,40,NA,NA,1401 Enterprise Rd,Mitchellville,38.908296,-76.796969
16,Prince George's,0802,Baden Elementary,240051000973,2018,3,58,32,NA,NA,13601 Baden-Westwood Rd,Brandywine,38.660774,-76.770227
16,Prince George's,0905,Tayac Elementary,240051001170,2018,3,50,18,NA,NA,8600 Allentown Rd,Fort Washington,38.770962,-76.950484
16,Prince George's,0906,Clinton Grove Elementary,240051001010,2018,2,41,8,NA,NA,9420 Temple Hill Rd,Clinton,38.761139,-76.921901
16,Prince George's,0908,Surrattsville High,240051001167,2018,3,45,NA,NA,22,6101 Garden Dr,Clinton,38.762179,-76.901168
16,Prince George's,0909,James Ryder Randall Elementary,240051001072,2018,3,57,29,NA,NA,5410 Kirby Rd,Clinton,38.783145,-76.913846
16,Prince George's,0912,Isaac J. Gourdine Middle,240051001095,2018,3,46,NA,22,NA,8700 Allentown Rd,Fort Washington,38.769664,-76.951412
16,Prince George's,0914,Waldon Woods Elementary,240051001180,2018,3,53,23,NA,NA,10301 Thrift Rd,Clinton,38.748833,-76.900321
16,Prince George's,0915,Stephen Decatur Middle,240051001469,2018,3,49,NA,29,NA,8200 Pinewood Dr,Clinton,38.776887,-76.908269
16,Prince George's,0916,Francis T. Evans Elementary,240051001035,2018,4,64,48,NA,NA,6720 Old Alexandria Ferry Rd,Clinton,38.784689,-76.889716
16,Prince George's,0917,Imagine Andrews Public Charter,240051001701,2018,3,52,8,68,NA,4701 San Antonio Blvd,Andrews Afb,38.79755,-76.893784
16,Prince George's,1001,Laurel Elementary,240051001090,2018,3,52,22,NA,NA,516 Montgomery St,Laurel,39.104891,-76.852533
16,Prince George's,1008,Laurel High,240051001092,2018,3,46,NA,NA,25,8000 Cherry Ln,Laurel,39.09434,-76.867634
16,Prince George's,1009,Oaklands Elementary,240051001117,2018,3,54,24,NA,NA,13710 Laurel Bowie Rd,Laurel,39.078976,-76.849753
16,Prince George's,1010,Dwight D. Eisenhower Middle,240051001024,2018,3,45,NA,21,NA,13725 Briarwood Dr,Laurel,39.079436,-76.854176
16,Prince George's,1011,Bond Mill Elementary,240051000988,2018,4,62,43,NA,NA,16001 Sherwood Ave,Laurel,39.10965,-76.895747
16,Prince George's,1014,Scotchtown Hills Elementary,240051000714,2018,4,63,46,NA,NA,15950 Dorset Rd,Laurel,39.108605,-76.878152
16,Prince George's,1015,Chesapeake Math and IT Public Charter,240051001708,2018,5,75,NA,83,89,6100 Frost Pl,Laurel,39.090172,-76.902631
16,Prince George's,1016,Chesapeake Math and IT Elementary Public Charter,240051001725,2018,4,69,66,NA,NA,6151 Chevy Chase Dr,Laurel,39.09391,-76.901551
16,Prince George's,1101,Brandywine Elementary,240051000992,2018,3,58,33,NA,NA,14101 Brandywine Rd,Brandywine,38.696484,-76.852593
16,Prince George's,1102,Mattaponi Elementary,240051001103,2018,4,64,49,NA,NA,11701 Duley Station Rd,Upper Marlboro,38.748383,-76.805737
16,Prince George's,1103,Gwynn Park High,240051001052,2018,3,52,NA,NA,33,13800 Brandywine Rd,Brandywine,38.701986,-76.870528
16,Prince George's,1104,Gwynn Park Middle,240051001051,2018,4,66,NA,73,NA,8000 Dyson Rd,Brandywine,38.70658,-76.868793
16,Prince George's,1105,Rosaryville Elementary,240051001182,2018,3,52,21,NA,NA,9925 Rosaryville Rd,Upper Marlboro,38.758869,-76.820166
16,Prince George's,1201,Oxon Hill Elementary,240051001121,2018,2,42,10,NA,NA,7701 Livingston Rd,Oxon Hill,38.784141,-76.993095
16,Prince George's,1204,Forest Heights Elementary,240051001031,2018,3,54,24,NA,NA,200 Talbert Dr,Oxon Hill,38.815769,-77.002424
16,Prince George's,1206,John Hanson Montessori,240051000870,2018,4,66,42,82,NA,6360 Oxon Hill Rd,Oxon Hill,38.802363,-76.992471
16,Prince George's,1208,Flintstone Elementary,240051001030,2018,4,62,45,NA,NA,800 Comanche Dr,Oxon Hill,38.806865,-76.99528
16,Prince George's,1209,Oxon Hill High,240051001123,2018,4,61,NA,NA,49,6701 Leyte Dr,Oxon Hill,38.797563,-76.992311
