#academic_year,lea_number,lea_name,school_number,school_name,star_rating,total_earned_points_percent,percentile_rank_elementary,percentile_rank_middle,percentile_rank_high
2018,10,Frederick,209,Frederick High,3,58,na,na,44
2018,10,Frederick,210,North Frederick Elementary,4,71,73,na,na
2018,10,Frederick,211,West Frederick Middle,4,61,na,62,na
2018,10,Frederick,213,Gov. Thomas Johnson High,4,62,na,na,53
2018,10,Frederick,219,Monocacy Middle,3,52,na,35,na
2018,10,Frederick,222,Monocacy Elementary,4,67,59,na,na
2018,10,Frederick,223,Ballenger Creek Elementary,4,68,63,na,na
2018,10,Frederick,225,Gov. Thomas Johnson Middle,3,56,na,48,na
2018,10,Frederick,226,Monocacy Valley Montessori School,5,82,70,99,na
2018,10,Frederick,227,Crestwood Middle,3,53,na,39,na
2018,10,Frederick,228,Carroll Creek Montessori Public Charter School,4,69,70,76,na
2018,10,Frederick,303,Middletown Elementary,4,72,77,na,na
2018,10,Frederick,311,Middletown Middle,5,76,na,92,na
2018,10,Frederick,313,Middletown High,5,83,na,na,94
2018,10,Frederick,503,Emmitsburg Elementary,4,65,53,na,na
2018,10,Frederick,603,Wolfsville Elementary,5,76,86,na,na
2018,10,Frederick,702,Urbana Elementary,5,81,93,na,na
2018,10,Frederick,713,Urbana High,5,86,na,na,98
2018,10,Frederick,714,Windsor Knolls Middle,4,68,na,77,na
2018,10,Frederick,715,Centerville Elementary,5,85,98,na,na
2018,10,Frederick,716,Urbana Middle,5,76,na,93,na
2018,10,Frederick,801,Liberty Elementary,4,67,60,na,na
2018,10,Frederick,903,New Market Elementary,5,78,89,na,na
2018,10,Frederick,912,Linganore High,5,79,na,na,89
2018,10,Frederick,913,Green Valley Elementary,5,76,86,na,na
2018,10,Frederick,914,New Market Middle,4,61,na,60,na
2018,10,Frederick,915,Kemptown Elementary,4,74,81,na,na
2018,10,Frederick,916,Spring Ridge Elementary,4,73,78,na,na
2018,10,Frederick,917,Deer Crossing Elementary,4,72,77,na,na
2018,10,Frederick,918,Oakdale Middle,4,73,na,87,na
2018,10,Frederick,919,Oakdale Elementary,5,84,97,na,na
2018,10,Frederick,920,Oakdale High,5,83,na,na,95
2018,10,Frederick,1001,Sabillasville Elementary,4,74,82,na,na
2018,10,Frederick,1105,New Midway/Woodsboro Elementary,4,64,49,na,na
2018,10,Frederick,1301,Frederick Classical Charter School,4,68,55,84,na
2018,10,Frederick,1406,Valley Elementary,4,66,56,na,na
2018,10,Frederick,1503,Thurmont Elementary,4,69,65,na,na
2018,10,Frederick,1509,Catoctin High,4,71,na,na,73
2018,10,Frederick,1510,Thurmont Middle,3,56,na,47,na
2018,10,Frederick,1604,Myersville Elementary,5,76,86,na,na
2018,10,Frederick,1801,Twin Ridge Elementary,4,73,80,na,na
2018,10,Frederick,2001,Lewistown Elementary,5,81,94,na,na
2018,10,Frederick,2103,Yellow Springs Elementary,4,72,74,na,na
2018,10,Frederick,2107,Whittier Elementary,5,77,87,na,na
2018,10,Frederick,2302,Hillcrest Elementary,4,68,62,na,na
2018,10,Frederick,2305,Ballenger Creek Middle,3,57,na,51,na
2018,10,Frederick,2306,Orchard Grove Elementary,4,65,54,na,na
2018,10,Frederick,2307,Tuscarora High,4,71,na,na,73
2018,10,Frederick,2403,Waverley Elementary,3,53,23,na,na
2018,10,Frederick,2503,Brunswick High,4,74,na,na,78
2018,10,Frederick,2504,Brunswick Elementary,4,67,59,na,na
2018,10,Frederick,2525,Brunswick Middle,3,55,na,46,na
2018,10,Frederick,2606,Walkersville Middle,3,54,na,40,na
2018,10,Frederick,2607,Walkersville Elementary,4,64,49,na,na
2018,10,Frederick,2610,Walkersville High,5,77,na,na,85
2018,10,Frederick,2611,Glade Elementary,4,73,80,na,na
2018,11,Garrett,202,Friendsville Elementary,3,58,33,na,na
2018,11,Garrett,301,Grantsville Elementary,4,62,45,na,na
2018,11,Garrett,501,Accident Elementary,4,73,77,na,na
2018,11,Garrett,511,Northern Middle School,4,66,na,73,na
2018,11,Garrett,512,Northern Garrett High School,5,78,na,na,88
2018,11,Garrett,707,Broad Ford Elementary,3,59,36,na,na
2018,11,Garrett,708,Southern Middle School,4,63,na,67,na
2018,11,Garrett,709,Southern Garrett High School,4,71,na,na,72
2018,11,Garrett,710,Yough Glades Elementary,4,65,54,na,na
2018,11,Garrett,812,Swan Meadow School,4,73,84,85,na
2018,11,Garrett,904,Route 40 Elementary,5,77,88,na,na
2018,11,Garrett,1408,Crellin Elementary,4,72,76,na,na
2018,12,Harford,113,William S. James Elementary,4,66,55,na,na
2018,12,Harford,115,Edgewood Elementary,4,61,39,na,na
2018,12,Harford,120,Deerfield Elementary,3,57,30,na,na
2018,12,Harford,121,Emmorton Elementary,5,76,86,na,na
2018,12,Harford,123,Abingdon Elementary,4,73,80,na,na
2018,12,Harford,125,Church Creek Elementary,3,58,33,na,na
2018,12,Harford,131,Magnolia Elementary,3,50,18,na,na
2018,12,Harford,137,Joppatowne Elementary,4,61,39,na,na
2018,12,Harford,140,William Paca/Old Post Road Elementary,3,57,29,na,na
2018,12,Harford,143,Riverside Elementary,3,55,27,na,na
2018,12,Harford,176,Edgewood High,3,51,na,na,33
2018,12,Harford,177,Edgewood Middle,3,48,na,27,na
2018,12,Harford,181,Joppatowne High,3,53,na,na,36
2018,12,Harford,184,Magnolia Middle,3,45,na,21,na
2018,12,Harford,187,Patterson Mill High School,5,80,na,na,91
2018,12,Harford,188,Patterson Mill Middle School,4,69,na,80,na
2018,12,Harford,211,G. Lisby Elementary at Hillsdale,3,46,14,na,na
2018,12,Harford,212,Bakerfield Elementary,4,66,58,na,na
2018,12,Harford,230,Halls Cross Roads Elementary,3,53,23,na,na
2018,12,Harford,265,Aberdeen Middle,2,44,na,19,na
2018,12,Harford,270,Aberdeen High,3,59,na,na,44
2018,12,Harford,292,Center for Educational Opportunity,1,20,na,na,1
2018,12,Harford,304,Harford Technical High,5,84,na,na,95
2018,12,Harford,314,Bel Air Elementary,4,73,78,na,na
2018,12,Harford,316,Churchville Elementary,5,76,85,na,na
2018,12,Harford,326,Forest Hill Elementary,4,68,62,na,na
2018,12,Harford,327,Fountain Green Elementary,4,73,79,na,na
2018,12,Harford,328,Forest Lakes Elementary,4,67,59,na,na
2018,12,Harford,329,Prospect Mill Elementary,4,72,77,na,na
2018,12,Harford,333,Hickory Elementary,4,70,68,na,na
2018,12,Harford,335,Homestead/Wakefield Elementary,5,76,85,na,na
2018,12,Harford,345,Ring Factory Elementary,4,69,64,na,na
2018,12,Harford,348,Youths Benefit Elementary,4,73,78,na,na
2018,12,Harford,349,Red Pump Elementary School,4,74,82,na,na
2018,12,Harford,372,Bel Air Middle,4,63,na,68,na
2018,12,Harford,373,Bel Air High,5,77,na,na,86
2018,12,Harford,374,Southampton Middle,4,63,na,65,na
2018,12,Harford,382,Fallston High,5,81,na,na,92
2018,12,Harford,385,C. Milton Wright High,5,77,na,na,85
2018,12,Harford,386,Fallston Middle School,4,66,na,74,na
2018,12,Harford,436,Jarrettsville Elementary,5,82,95,na,na
2018,12,Harford,441,Norrisville Elementary,4,62,45,na,na
2018,12,Harford,447,North Bend Elementary,4,69,67,na,na
2018,12,Harford,518,Darlington Elementary,4,69,65,na,na
2018,12,Harford,522,Dublin Elementary,4,70,69,na,na
2018,12,Harford,544,North Harford Elementary,4,70,69,na,na
2018,12,Harford,580,North Harford High,5,76,na,na,83
2018,12,Harford,583,North Harford Middle,4,66,na,73,na
2018,12,Harford,632,Havre de Grace Elementary,4,65,55,na,na
2018,12,Harford,638,Meadowvale Elementary,4,70,68,na,na
2018,12,Harford,639,Roye-Williams Elementary,3,57,30,na,na
2018,12,Harford,678,Havre de Grace High,4,64,na,na,59
2018,12,Harford,679,Havre de Grace Middle,3,57,na,50,na
2018,13,Howard,80,Homewood School,1,28,na,4,3
2018,13,Howard,101,Elkridge Elementary,4,66,56,na,na
2018,13,Howard,103,Deep Run Elementary,4,64,49,na,na
2018,13,Howard,104,Mayfield Woods Middle,4,65,na,72,na
2018,13,Howard,105,Rockburn Elementary,5,76,85,na,na
2018,13,Howard,106,Elkridge Landing Middle,4,72,na,85,na
2018,13,Howard,107,Ilchester Elementary,5,79,92,na,na
2018,13,Howard,108,Bonnie Branch Middle,4,68,na,79,na
2018,13,Howard,109,Ducketts Lane,4,66,59,na,na
2018,13,Howard,110,Thomas Viaduct,4,63,na,67,na
2018,13,Howard,202,Ellicott Mills Middle,5,77,na,94,na
2018,13,Howard,203,Howard High,5,75,na,na,81
2018,13,Howard,204,St. Johns Lane Elementary,4,72,74,na,na
2018,13,Howard,207,Mount Hebron High,5,75,na,na,81
2018,13,Howard,208,Northfield Elementary,4,71,71,na,na
2018,13,Howard,209,Patapsco Middle,4,70,na,83,na
2018,13,Howard,210,Centennial Lane Elementary,5,81,94,na,na
2018,13,Howard,211,Dunloggin Middle,4,72,na,87,na
2018,13,Howard,213,Worthington Elementary,5,77,87,na,na
2018,13,Howard,214,Centennial High,5,85,na,na,96
2018,13,Howard,215,Waverly Elementary,5,84,97,na,na
2018,13,Howard,216,Burleigh Manor Middle School,5,84,na,98,na
2018,13,Howard,217,Hollifield Station Elementary,4,70,70,na,na
2018,13,Howard,218,Bellows Spring Elementary,5,79,90,na,na
2018,13,Howard,219,Veterans Elementary,5,75,83,na,na
2018,13,Howard,302,West Friendship Elementary,5,83,97,na,na
2018,13,Howard,304,Mount View Middle,5,85,na,99,na
2018,13,Howard,305,Manor Woods Elementary,5,80,93,na,na
2018,13,Howard,306,Triadelphia Ridge Elementary,5,80,93,na,na
2018,13,Howard,307,Folly Quarter Middle,5,84,na,98,na
2018,13,Howard,308,Marriotts Ridge High,5,87,na,na,98
2018,13,Howard,404,Glenelg High,5,85,na,na,96
2018,13,Howard,405,Glenwood Middle,4,73,na,89,na
2018,13,Howard,406,Bushy Park Elementary,5,79,91,na,na
2018,13,Howard,407,Lisbon Elementary,5,78,90,na,na
2018,13,Howard,505,Clarksville Elementary,5,88,99,na,na
2018,13,Howard,509,Atholton High,5,77,na,na,85
2018,13,Howard,510,Bryant Woods Elementary,4,67,60,na,na
2018,13,Howard,512,Wilde Lake Middle,3,55,na,46,na
2018,13,Howard,514,Longfellow Elementary,4,62,44,na,na
2018,13,Howard,515,Running Brook Elementary,4,65,53,na,na
2018,13,Howard,516,Wilde Lake High,4,61,na,na,51
2018,13,Howard,517,Swansfield Elementary,3,58,32,na,na
2018,13,Howard,518,Harpers Choice Middle,3,57,na,50,na
2018,13,Howard,520,Clemens Crossing Elementary,4,74,82,na,na
2018,13,Howard,521,Clarksville Middle,5,83,na,97,na
2018,13,Howard,523,Pointers Run Elementary,5,83,97,na,na
2018,13,Howard,524,River Hill High,5,88,na,na,99
2018,13,Howard,525,Fulton Elementary,5,85,98,na,na
2018,13,Howard,526,Lime Kiln Middle,5,82,na,97,na
2018,13,Howard,527,Reservoir High,4,69,na,na,69
2018,13,Howard,528,Dayton Oaks,5,81,94,na,na
2018,13,Howard,602,Guilford Elementary,4,66,57,na,na
2018,13,Howard,603,Atholton Elementary,4,71,73,na,na
2018,13,Howard,604,Waterloo Elementary,4,73,79,na,na
2018,13,Howard,605,Thunder Hill Elementary,5,77,87,na,na
2018,13,Howard,606,Hammond Elementary,4,70,69,na,na
2018,13,Howard,607,Hammond Middle School,5,75,na,91,na
2018,13,Howard,608,Stevens Forest Elementary,4,69,64,na,na
2018,13,Howard,609,Talbott Springs Elementary,4,71,72,na,na
2018,13,Howard,610,Oakland Mills Middle,3,58,na,54,na
2018,13,Howard,611,Oakland Mills High,3,57,na,na,41
2018,13,Howard,612,Phelps Luck Elementary,4,67,60,na,na
2018,13,Howard,613,Jeffers Hill Elementary,4,69,64,na,na
2018,13,Howard,616,Cradlerock Elementary,3,55,26,na,na
2018,13,Howard,617,Lake Elkhorn Middle,4,60,na,60,na
2018,13,Howard,618,Laurel Woods Elementary,4,66,55,na,na
2018,13,Howard,619,Hammond High,4,66,na,na,62
2018,13,Howard,620,Bollman Bridge Elementary,4,67,61,na,na
2018,13,Howard,621,Patuxent Valley Middle,4,67,na,75,na
2018,13,Howard,622,Forest Ridge Elementary,4,74,81,na,na
2018,13,Howard,623,Long Reach High,4,63,na,na,57
2018,13,Howard,624,Murray Hill Middle,4,64,na,68,na
2018,13,Howard,625,Gorman Crossing Elementary,4,72,76,na,na
2018,14,Kent,105,Galena Elementary School,4,61,41,na,na
2018,14,Kent,301,Kent County High,4,63,na,na,56
2018,14,Kent,402,Kent County Middle School,3,48,na,27,na
2018,14,Kent,403,H. H. Garnett Elementary,4,68,63,na,na
2018,14,Kent,504,Rock Hall Elementary,4,60,36,na,na
2018,15,Montgomery,51,Laytonsville Elementary,4,74,80,na,na
2018,15,Montgomery,100,Clopper Mill Elementary,4,60,36,na,na
2018,15,Montgomery,101,Clarksburg Elementary,4,73,77,na,na
2018,15,Montgomery,102,Germantown Elementary,5,75,84,na,na
2018,15,Montgomery,104,Seneca Valley High,3,59,na,na,44
2018,15,Montgomery,105,Ridgeview Middle,4,60,na,58,na
2018,15,Montgomery,106,Fox Chapel Elementary,4,72,77,na,na
2018,15,Montgomery,107,Martin Luther King Jr. Middle,3,54,na,42,na
2018,15,Montgomery,108,Lake Seneca Elementary,4,62,43,na,na
2018,15,Montgomery,109,Waters Landing Elementary,4,68,62,na,na
2018,15,Montgomery,110,S. Christa McAuliffe Elementary,4,64,50,na,na
2018,15,Montgomery,111,Captain James E. Daly Elementary,4,63,46,na,na
2018,15,Montgomery,115,Neelsville Middle,3,47,na,26,na
2018,15,Montgomery,125,Quince Orchard High,4,66,na,na,61
2018,15,Montgomery,152,Poolesville High,5,80,na,na,90
2018,15,Montgomery,153,Poolesville Elementary,5,79,92,na,na
2018,15,Montgomery,155,Rosa M. Parks Middle,4,66,na,74,na
2018,15,Montgomery,156,Lois P. Rockwell Elementary,5,78,88,na,na
2018,15,Montgomery,157,Roberto W. Clemente Middle,3,58,na,53,na
2018,15,Montgomery,158,Ronald A. McNair Elementary,5,76,85,na,na
2018,15,Montgomery,159,Rachel Carson Elementary,4,71,71,na,na
2018,15,Montgomery,201,Richard Montgomery High,4,63,na,na,56
2018,15,Montgomery,204,Garrett Park Elementary,4,67,60,na,na
2018,15,Montgomery,206,Twinbrook Elementary,4,64,50,na,na
2018,15,Montgomery,207,Beall Elementary,4,72,76,na,na
2018,15,Montgomery,209,Lakewood Elementary,5,79,90,na,na
2018,15,Montgomery,210,Maryvale Elementary,4,71,70,na,na
2018,15,Montgomery,211,Julius West Middle,4,69,na,80,na
2018,15,Montgomery,212,Meadow Hall Elementary,4,66,57,na,na
2018,15,Montgomery,215,Carl Sandburg Center,2,37,5,na,na
2018,15,Montgomery,216,Travilah Elementary,5,87,98,na,na
2018,15,Montgomery,219,Farmland Elementary,5,82,95,na,na
2018,15,Montgomery,220,Luxmanor Elementary,5,79,92,na,na
2018,15,Montgomery,226,Beverly Farms Elementary,5,76,84,na,na
2018,15,Montgomery,227,Ritchie Park Elementary,4,68,63,na,na
2018,15,Montgomery,228,Herbert Hoover Middle,5,83,na,97,na
2018,15,Montgomery,229,College Gardens Elementary,4,71,71,na,na
2018,15,Montgomery,230,Rockville High,4,66,na,na,63
2018,15,Montgomery,232,Tilden Middle School,4,74,na,89,na
2018,15,Montgomery,233,Fallsmead Elementary,5,79,91,na,na
2018,15,Montgomery,234,Thomas S. Wootton High,5,82,na,na,93
2018,15,Montgomery,235,Wayside Elementary,5,88,99,na,na
2018,15,Montgomery,237,Robert Frost Middle School,4,74,na,89,na
2018,15,Montgomery,238,Cold Spring Elementary,5,88,99,na,na
2018,15,Montgomery,239,Alternative Programs,1,21,na,na,3
2018,15,Montgomery,241,DuFief Elementary,4,69,66,na,na
2018,15,Montgomery,242,Dr. Sally K. Ride Elementary,4,64,49,na,na
2018,15,Montgomery,244,Thurgood Marshall Elementary,4,71,72,na,na
2018,15,Montgomery,246,Northwest High,4,67,na,na,65
2018,15,Montgomery,247,John H. Poole Middle,4,65,na,71,na
2018,15,Montgomery,248,Forest Oak Middle,3,47,na,25,na
2018,15,Montgomery,249,Clarksburg High,4,64,na,na,58
2018,15,Montgomery,302,Burtonsville Elementary,4,71,73,na,na
2018,15,Montgomery,303,Fairland Elementary,3,59,34,na,na
2018,15,Montgomery,304,JoAnn Leleck at Broad Acres Elementary,4,72,74,na,na
2018,15,Montgomery,305,Jackson Road Elementary,4,69,67,na,na
2018,15,Montgomery,308,Cloverly Elementary,5,77,87,na,na
2018,15,Montgomery,309,Burnt Mills Elementary,4,72,74,na,na
2018,15,Montgomery,310,Cannon Road Elementary,4,69,66,na,na
2018,15,Montgomery,311,Francis Scott Key Middle,3,55,na,46,na
2018,15,Montgomery,312,William Tyler Page Elementary,4,69,65,na,na
2018,15,Montgomery,313,Galway Elementary,4,72,75,na,na
2018,15,Montgomery,315,Paint Branch High,4,67,na,na,66
2018,15,Montgomery,316,Stonegate Elementary,4,72,75,na,na
2018,15,Montgomery,321,James Hubert Blake High,4,60,na,na,46
2018,15,Montgomery,333,Benjamin Banneker Middle,3,56,na,48,na
2018,15,Montgomery,334,Greencastle Elementary,4,66,57,na,na
2018,15,Montgomery,335,Briggs Chaney Middle,3,58,na,53,na
2018,15,Montgomery,336,Little Bennett Elementary,5,79,91,na,na
2018,15,Montgomery,337,"William B. Gibbs, Jr. Elementary",4,74,81,na,na
2018,15,Montgomery,340,Great Seneca Creek Elementary,4,65,53,na,na
2018,15,Montgomery,341,Wilson Wims Elementary School,4,70,67,na,na
2018,15,Montgomery,345,Hallie Wells Middle School,4,69,na,81,na
2018,15,Montgomery,351,Darnestown Elementary,4,72,76,na,na
2018,15,Montgomery,360,Jones Lane Elementary,4,66,55,na,na
2018,15,Montgomery,401,Bethesda Elementary,5,77,87,na,na
2018,15,Montgomery,403,Chevy Chase Elementary,5,78,89,na,na
2018,15,Montgomery,405,Somerset Elementary,5,75,84,na,na
2018,15,Montgomery,406,Bethesda-Chevy Chase High,4,73,na,na,77
2018,15,Montgomery,408,Westbrook Elementary,5,88,98,na,na
2018,15,Montgomery,410,Bradley Hills Elementary,5,78,89,na,na
2018,15,Montgomery,412,Westland Middle,5,75,na,90,na
2018,15,Montgomery,413,North Bethesda Middle,5,77,na,94,na
2018,15,Montgomery,415,North Chevy Chase Elementary,5,83,97,na,na
2018,15,Montgomery,417,Wood Acres Elementary,5,80,93,na,na
2018,15,Montgomery,419,Burning Tree Elementary,5,81,94,na,na
2018,15,Montgomery,420,Bannockburn Elementary,5,89,99,na,na
2018,15,Montgomery,422,Wyngate Elementary,5,82,95,na,na
2018,15,Montgomery,424,Walter Johnson High,5,76,na,na,82
2018,15,Montgomery,425,Ashburton Elementary,5,76,86,na,na
2018,15,Montgomery,427,Walt Whitman High,4,74,na,na,78
2018,15,Montgomery,428,Thomas W. Pyle Middle School,5,75,na,91,na
2018,15,Montgomery,501,Sherwood Elementary,4,65,53,na,na
2018,15,Montgomery,502,Olney Elementary,5,77,88,na,na
2018,15,Montgomery,503,Sherwood High,4,70,na,na,70
2018,15,Montgomery,504,Westover Elementary,5,77,88,na,na
2018,15,Montgomery,505,Lucy V. Barnsley Elementary,5,75,83,na,na
2018,15,Montgomery,506,Flower Valley Elementary,4,67,61,na,na
2018,15,Montgomery,507,William H. Farquhar Middle,4,68,na,76,na
2018,15,Montgomery,508,Candlewood Elementary,4,72,75,na,na
2018,15,Montgomery,510,Col. Zadok Magruder High,3,55,na,na,39
2018,15,Montgomery,511,Cashell Elementary,4,71,72,na,na
2018,15,Montgomery,512,Greenwood Elementary,4,71,71,na,na
2018,15,Montgomery,513,Belmont Elementary,5,82,95,na,na
2018,15,Montgomery,514,Judith A. Resnik Elementary,4,71,73,na,na
2018,15,Montgomery,517,Sligo Creek Elementary,4,72,76,na,na
2018,15,Montgomery,518,Brooke Grove Elementary,4,73,80,na,na
2018,15,Montgomery,521,Shady Grove Middle,3,55,na,47,na
2018,15,Montgomery,522,Lakelands Park Middle,4,67,na,76,na
2018,15,Montgomery,523,Spark M. Matsunaga Elementary School,5,81,94,na,na
2018,15,Montgomery,545,Watkins Mill High,3,48,na,na,28
2018,15,Montgomery,546,Goshen Elementary,4,72,75,na,na
2018,15,Montgomery,549,Flower Hill Elementary,3,59,35,na,na
2018,15,Montgomery,551,Gaithersburg High,3,48,na,na,28
2018,15,Montgomery,552,Washington Grove Elementary,4,70,70,na,na
2018,15,Montgomery,553,Gaithersburg Elementary,3,59,35,na,na
2018,15,Montgomery,554,Gaithersburg Middle,3,52,na,34,na
2018,15,Montgomery,555,Rosemont Elementary,4,66,58,na,na
2018,15,Montgomery,556,Mill Creek Towne Elementary,4,60,36,na,na
2018,15,Montgomery,557,Montgomery Village Middle School,2,44,na,20,na
2018,15,Montgomery,558,Whetstone Elementary,3,59,35,na,na
2018,15,Montgomery,559,Brown Station Elementary,3,59,35,na,na
2018,15,Montgomery,561,Watkins Mill Elementary,3,52,22,na,na
2018,15,Montgomery,562,Redland Middle,4,60,na,59,na
2018,15,Montgomery,563,Summit Hall Elementary,4,62,42,na,na
2018,15,Montgomery,564,South Lake Elementary,4,63,46,na,na
2018,15,Montgomery,565,Sequoyah Elementary,4,74,81,na,na
2018,15,Montgomery,566,Fields Road Elementary,4,72,75,na,na
2018,15,Montgomery,568,Stedwick Elementary,3,59,34,na,na
2018,15,Montgomery,569,Strawberry Knoll Elementary,4,65,52,na,na
2018,15,Montgomery,570,Diamond Elementary,5,85,97,na,na
2018,15,Montgomery,601,Potomac Elementary,5,78,88,na,na
2018,15,Montgomery,602,Winston Churchill High,5,79,na,na,88
2018,15,Montgomery,603,Seven Locks Elementary,5,89,99,na,na
2018,15,Montgomery,604,Carderock Springs Elementary,5,83,97,na,na
2018,15,Montgomery,606,Cabin John Middle School,4,74,na,90,na
2018,15,Montgomery,607,Bells Mill Elementary,5,82,95,na,na
2018,15,Montgomery,647,Silver Spring International Middle,3,58,na,55,na
2018,15,Montgomery,652,Monocacy Elementary,4,71,72,na,na
2018,15,Montgomery,653,Stone Mill Elementary,5,79,92,na,na
2018,15,Montgomery,701,Damascus High,4,66,na,na,62
2018,15,Montgomery,702,Damascus Elementary,4,64,51,na,na
2018,15,Montgomery,703,Cedar Grove Elementary,5,77,87,na,na
2018,15,Montgomery,704,Woodfield Elementary,5,79,92,na,na
2018,15,Montgomery,705,John T. Baker Middle School,3,59,na,56,na
2018,15,Montgomery,706,Clearspring Elementary,4,70,69,na,na
2018,15,Montgomery,707,Rocky Hill Middle,4,70,na,81,na
2018,15,Montgomery,708,Kingsview Middle,4,63,na,66,na
2018,15,Montgomery,747,Dr. Charles R. Drew Elementary,4,69,67,na,na
2018,15,Montgomery,749,Piney Branch Elementary,4,71,72,na,na
2018,15,Montgomery,755,Takoma Park Middle School,4,74,na,89,na
2018,15,Montgomery,756,East Silver Spring Elementary,4,70,70,na,na
2018,15,Montgomery,757,Montgomery Blair High,4,64,na,na,59
2018,15,Montgomery,761,Pine Crest Elementary,4,66,58,na,na
2018,15,Montgomery,764,Woodlin Elementary,4,72,75,na,na
2018,15,Montgomery,766,Oak View Elementary,4,66,58,na,na
2018,15,Montgomery,767,Glen Haven Elementary,3,59,36,na,na
2018,15,Montgomery,769,Oakland Terrace Elementary,5,81,94,na,na
2018,15,Montgomery,770,Flora M. Singer Elementary School,4,68,62,na,na
2018,15,Montgomery,771,Rolling Terrace Elementary,4,63,48,na,na
2018,15,Montgomery,772,Viers Mill Elementary,4,67,61,na,na
2018,15,Montgomery,773,Rock Creek Forest Elementary,4,72,77,na,na
2018,15,Montgomery,774,Highland Elementary,4,73,79,na,na
2018,15,Montgomery,775,Eastern Middle School,3,56,na,49,na
2018,15,Montgomery,777,Weller Road Elementary,5,75,83,na,na
2018,15,Montgomery,778,Sligo Middle,4,63,na,66,na
2018,15,Montgomery,779,Sargent Shriver Elementary,4,63,47,na,na
2018,15,Montgomery,782,Wheaton High,3,59,na,na,45
2018,15,Montgomery,783,Kensington Parkwood Elementary,5,82,95,na,na
2018,15,Montgomery,784,Highland View Elementary,4,68,63,na,na
2018,15,Montgomery,786,Georgian Forest Elementary,3,54,24,na,na
2018,15,Montgomery,787,A. Mario Loiederman Middle,3,54,na,41,na
2018,15,Montgomery,788,Wheaton Woods Elementary,4,72,74,na,na
2018,15,Montgomery,789,Albert Einstein High,3,53,na,na,36
2018,15,Montgomery,790,Arcola Elementary,3,58,31,na,na
2018,15,Montgomery,792,Newport Mill Middle,3,54,na,42,na
2018,15,Montgomery,795,Rock View Elementary,3,58,33,na,na
2018,15,Montgomery,796,Northwood High School,3,50,na,na,32
2018,15,Montgomery,797,Harmony Hills Elementary,3,56,27,na,na
2018,15,Montgomery,798,Springbrook High,4,60,na,na,48
2018,15,Montgomery,803,Forest Knolls Elementary,5,76,86,na,na
2018,15,Montgomery,805,Kemp Mill Elementary,4,69,67,na,na
2018,15,Montgomery,807,Brookhaven Elementary,4,72,74,na,na
2018,15,Montgomery,808,Cresthaven Elementary,4,61,40,na,na
2018,15,Montgomery,811,White Oak Middle,3,58,na,54,na
2018,15,Montgomery,812,Parkland Middle,3,58,na,54,na
2018,15,Montgomery,815,John F. Kennedy High,3,49,na,na,31
2018,15,Montgomery,817,Glenallan Elementary,4,64,49,na,na
2018,15,Montgomery,818,Col. E. Brooke Lee Middle,3,58,na,56,na
2018,15,Montgomery,819,Rock Creek Valley Elementary,4,71,73,na,na
2018,15,Montgomery,820,Earle B. Wood Middle,3,57,na,52,na
2018,15,Montgomery,822,Strathmore Elementary,4,68,63,na,na
2018,15,Montgomery,823,Argyle Middle,3,50,na,30,na
2018,15,Montgomery,835,Silver Creek Middle,4,70,na,82,na
2018,15,Montgomery,965,John L Gildner Regional Inst for Children & Adol,2,39,na,7,20
2018,16,Prince George's,102,High Point High,2,40,na,na,16
2018,16,Prince George's,104,Beltsville Academy,4,63,37,76,na
2018,16,Prince George's,105,Calverton Elementary,3,56,28,na,na
2018,16,Prince George's,109,James H. Harrison Elementary,4,67,61,na,na
2018,16,Prince George's,110,Martin Luther King Jr. Middle,3,59,na,57,na
2018,16,Prince George's,111,Vansville Elementary,4,62,42,na,na
2018,16,Prince George's,203,Judith P. Hoyer Montessori,4,68,52,86,na
2018,16,Prince George's,205,Bladensburg Elementary,4,62,45,na,na
2018,16,Prince George's,208,Bladensburg High,2,40,na,na,16
2018,16,Prince George's,210,Rogers Heights Elementary,4,65,53,na,na
2018,16,Prince George's,211,Gladys Noon Spellman Elementary,4,60,38,na,na
2018,16,Prince George's,213,Cooper Lane Elementary,4,61,41,na,na
2018,16,Prince George's,214,Templeton Elementary,4,61,39,na,na
2018,16,Prince George's,217,Port Towns Elementary,3,52,22,na,na
2018,16,Prince George's,303,Croom High,1,26,na,na,4
2018,16,Prince George's,304,Perrywood Elementary,4,66,56,na,na
2018,16,Prince George's,305,Patuxent Elementary,3,53,24,na,na
2018,16,Prince George's,504,Fort Washington Forest Elementary,4,61,41,na,na
2018,16,Prince George's,507,Rose Valley Elementary,3,47,15,na,na
2018,16,Prince George's,509,Accokeek Academy,4,67,54,78,na
2018,16,Prince George's,510,Potomac Landing Elementary,4,68,62,na,na
2018,16,Prince George's,511,Friendly High,3,47,na,na,26
2018,16,Prince George's,603,Suitland High,2,44,na,na,19
2018,16,Prince George's,606,Bradbury Heights Elementary,3,45,13,na,na
2018,16,Prince George's,607,Hillcrest Heights Elementary,2,40,7,na,na
2018,16,Prince George's,610,North Forestville Elementary,3,51,19,na,na
2018,16,Prince George's,613,District Heights Elementary,3,45,13,na,na
2018,16,Prince George's,615,Benjamin Stoddert Middle,3,52,na,35,na
2018,16,Prince George's,617,Francis Scott Key Elementary,3,48,16,na,na
2018,16,Prince George's,618,Longfields Elementary,4,65,54,na,na
